ObservationDate,Province/State,Country/Region,Confirmed,Deaths,Recovered,Active
03/21/2020,Massachusetts,US,525,1,0,524
03/22/2020,Massachusetts,US,646,5,0,641
03/23/2020,Massachusetts,US,777,9,0,768
03/24/2020,Massachusetts,US,1159,11,0,1148
03/25/2020,Massachusetts,US,1838,15,0,1823
03/26/2020,Massachusetts,US,2417,25,0,2392
03/27/2020,Massachusetts,US,3240,35,0,3205
03/28/2020,Massachusetts,US,4257,44,0,4213
03/29/2020,Massachusetts,US,4955,48,0,4907
03/30/2020,Massachusetts,US,5752,56,0,5696
03/31/2020,Massachusetts,US,6620,89,0,6531
04/01/2020,Massachusetts,US,7738,122,0,7616
04/02/2020,Massachusetts,US,8966,154,0,8812
04/03/2020,Massachusetts,US,10402,192,0,10210
04/04/2020,Massachusetts,US,11736,216,0,11520
04/05/2020,Massachusetts,US,12500,231,0,12269
04/06/2020,Massachusetts,US,13837,260,0,13577
04/07/2020,Massachusetts,US,15202,356,0,14846
04/08/2020,Massachusetts,US,16790,433,0,16357
04/09/2020,Massachusetts,US,18941,503,0,18438
04/10/2020,Massachusetts,US,20974,599,0,20375
04/11/2020,Massachusetts,US,22860,686,0,22174
04/12/2020,Massachusetts,US,25475,756,0,24719
04/13/2020,Massachusetts,US,26867,844,0,26023
04/14/2020,Massachusetts,US,28164,844,0,27320
04/15/2020,Massachusetts,US,29918,1108,0,28810
04/16/2020,Massachusetts,US,32181,1108,0,31073
04/17/2020,Massachusetts,US,34402,1245,0,33157
04/18/2020,Massachusetts,US,36372,1404,0,34968
04/19/2020,Massachusetts,US,38077,1706,0,36371
04/20/2020,Massachusetts,US,38077,1706,0,36371
04/21/2020,Massachusetts,US,41199,1961,0,39238
04/22/2020,Massachusetts,US,42944,2182,0,40762
04/23/2020,Massachusetts,US,46023,2360,0,43663
03/10/2020,Michigan,US,0,0,0,0
03/11/2020,Michigan,US,2,0,0,2
03/12/2020,Michigan,US,2,0,0,2
03/13/2020,Michigan,US,16,0,0,16
03/14/2020,Michigan,US,25,0,0,25
03/15/2020,Michigan,US,33,0,0,33
03/16/2020,Michigan,US,53,0,0,53
03/17/2020,Michigan,US,65,0,0,65
03/18/2020,Michigan,US,83,0,0,83
03/19/2020,Michigan,US,334,3,0,331
03/20/2020,Michigan,US,552,3,0,549
03/21/2020,Michigan,US,788,5,0,783
03/22/2020,Michigan,US,1035,9,0,1026
03/23/2020,Michigan,US,1329,15,0,1314
03/24/2020,Michigan,US,1793,24,0,1769
03/25/2020,Michigan,US,2296,43,0,2253
03/26/2020,Michigan,US,2845,61,0,2784
03/27/2020,Michigan,US,3634,92,0,3542
03/28/2020,Michigan,US,4650,111,0,4539
03/29/2020,Michigan,US,5488,132,0,5356
03/30/2020,Michigan,US,6498,184,0,6314
03/31/2020,Michigan,US,7615,259,0,7356
04/01/2020,Michigan,US,9315,335,0,8980
04/02/2020,Michigan,US,10791,417,0,10374
04/03/2020,Michigan,US,12744,479,0,12265
04/04/2020,Michigan,US,14225,540,0,13685
04/05/2020,Michigan,US,15718,617,0,15101
04/06/2020,Michigan,US,17221,727,0,16494
04/07/2020,Michigan,US,18970,845,0,18125
04/08/2020,Michigan,US,20346,959,0,19387
04/09/2020,Michigan,US,21504,1076,0,20428
04/10/2020,Michigan,US,22434,1276,0,21158
04/11/2020,Michigan,US,23605,1384,0,22221
04/12/2020,Michigan,US,24244,1479,0,22765
04/13/2020,Michigan,US,25635,1602,0,24033
04/14/2020,Michigan,US,27001,1768,0,25233
04/15/2020,Michigan,US,28059,1921,0,26138
04/16/2020,Michigan,US,28809,1996,0,26813
04/17/2020,Michigan,US,30023,2227,0,27796
04/18/2020,Michigan,US,30791,2308,0,28483
04/19/2020,Michigan,US,31424,2391,0,29033
04/20/2020,Michigan,US,32000,2468,0,29532
04/21/2020,Michigan,US,32667,2575,0,30092
04/22/2020,Michigan,US,33966,2813,0,31153
04/23/2020,Michigan,US,35296,2977,0,32319
03/10/2020,Minnesota,US,3,0,0,3
03/11/2020,Minnesota,US,5,0,0,5
03/12/2020,Minnesota,US,9,0,0,9
03/13/2020,Minnesota,US,14,0,0,14
03/14/2020,Minnesota,US,21,0,0,21
03/15/2020,Minnesota,US,35,0,0,35
03/16/2020,Minnesota,US,54,0,0,54
03/17/2020,Minnesota,US,60,0,0,60
03/18/2020,Minnesota,US,77,0,0,77
03/19/2020,Minnesota,US,89,0,0,89
03/20/2020,Minnesota,US,115,0,0,115
03/21/2020,Minnesota,US,138,1,0,137
03/22/2020,Minnesota,US,167,1,0,166
03/23/2020,Minnesota,US,234,1,0,233
03/24/2020,Minnesota,US,261,1,0,260
03/25/2020,Minnesota,US,286,1,0,285
03/26/2020,Minnesota,US,344,2,0,342
03/27/2020,Minnesota,US,396,4,0,392
03/28/2020,Minnesota,US,441,5,0,436
03/29/2020,Minnesota,US,503,9,0,494
03/30/2020,Minnesota,US,576,10,0,566
03/31/2020,Minnesota,US,629,12,0,617
04/01/2020,Minnesota,US,689,17,0,672
04/02/2020,Minnesota,US,742,18,0,724
04/03/2020,Minnesota,US,788,22,0,766
04/04/2020,Minnesota,US,865,24,0,841
04/05/2020,Minnesota,US,935,29,0,906
04/06/2020,Minnesota,US,986,30,0,956
04/07/2020,Minnesota,US,1069,34,0,1035
04/08/2020,Minnesota,US,1154,39,0,1115
04/09/2020,Minnesota,US,1240,50,0,1190
04/10/2020,Minnesota,US,1336,57,0,1279
04/11/2020,Minnesota,US,1427,64,0,1363
04/12/2020,Minnesota,US,1621,70,0,1551
04/13/2020,Minnesota,US,1621,70,0,1551
04/14/2020,Minnesota,US,1695,79,0,1616
04/15/2020,Minnesota,US,1809,87,0,1722
04/16/2020,Minnesota,US,1809,87,0,1722
04/17/2020,Minnesota,US,2070,111,0,1959
04/18/2020,Minnesota,US,2209,121,0,2088
04/19/2020,Minnesota,US,2356,134,0,2222
04/20/2020,Minnesota,US,2470,143,0,2327
04/21/2020,Minnesota,US,2567,160,0,2407
04/22/2020,Minnesota,US,2722,179,0,2543
04/23/2020,Minnesota,US,2942,200,0,2742
03/10/2020,Mississippi,US,0,0,0,0
03/11/2020,Mississippi,US,0,0,0,0
03/12/2020,Mississippi,US,1,0,0,1
03/13/2020,Mississippi,US,1,0,0,1
03/14/2020,Mississippi,US,6,0,0,6
03/15/2020,Mississippi,US,10,0,0,10
03/16/2020,Mississippi,US,13,0,0,13
03/17/2020,Mississippi,US,21,0,0,21
03/18/2020,Mississippi,US,34,0,0,34
03/19/2020,Mississippi,US,50,1,0,49
03/20/2020,Mississippi,US,80,1,0,79
03/21/2020,Mississippi,US,140,1,0,139
03/22/2020,Mississippi,US,207,1,0,206
03/23/2020,Mississippi,US,249,1,0,248
03/24/2020,Mississippi,US,320,1,0,319
03/25/2020,Mississippi,US,377,3,0,374
03/26/2020,Mississippi,US,485,6,0,479
03/27/2020,Mississippi,US,579,8,0,571
03/28/2020,Mississippi,US,663,13,0,650
03/29/2020,Mississippi,US,759,14,0,745
03/30/2020,Mississippi,US,847,16,0,831
03/31/2020,Mississippi,US,937,20,0,917
04/01/2020,Mississippi,US,1073,22,0,1051
04/02/2020,Mississippi,US,1177,26,0,1151
04/03/2020,Mississippi,US,1358,29,0,1329
04/04/2020,Mississippi,US,1455,35,0,1420
04/05/2020,Mississippi,US,1638,43,0,1595
04/06/2020,Mississippi,US,1738,51,0,1687
04/07/2020,Mississippi,US,1915,60,0,1855
04/08/2020,Mississippi,US,2003,67,0,1936
04/09/2020,Mississippi,US,2260,76,0,2184
04/10/2020,Mississippi,US,2469,82,0,2387
04/11/2020,Mississippi,US,2642,93,0,2549
04/12/2020,Mississippi,US,2781,96,0,2685
04/13/2020,Mississippi,US,2942,98,0,2844
04/14/2020,Mississippi,US,3087,111,0,2976
04/15/2020,Mississippi,US,3360,122,0,3238
04/16/2020,Mississippi,US,3624,129,0,3495
04/17/2020,Mississippi,US,3793,140,0,3653
04/18/2020,Mississippi,US,3974,152,0,3822
04/19/2020,Mississippi,US,4274,159,0,4115
04/20/2020,Mississippi,US,4512,169,0,4343
04/21/2020,Mississippi,US,4716,183,0,4533
04/22/2020,Mississippi,US,4894,193,0,4701
04/23/2020,Mississippi,US,5153,201,0,4952
03/10/2020,Missouri,US,1,0,0,1
03/11/2020,Missouri,US,1,0,0,1
03/12/2020,Missouri,US,1,0,0,1
03/13/2020,Missouri,US,2,0,0,2
03/14/2020,Missouri,US,4,0,0,4
03/15/2020,Missouri,US,5,0,0,5
03/16/2020,Missouri,US,6,0,0,6
03/17/2020,Missouri,US,11,0,0,11
03/18/2020,Missouri,US,18,0,0,18
03/19/2020,Missouri,US,31,1,0,30
03/20/2020,Missouri,US,53,2,0,51
03/21/2020,Missouri,US,74,3,0,71
03/22/2020,Missouri,US,87,3,0,84
03/23/2020,Missouri,US,187,4,0,183
03/24/2020,Missouri,US,257,7,0,250
03/25/2020,Missouri,US,354,8,0,346
03/26/2020,Missouri,US,520,9,0,511
03/27/2020,Missouri,US,666,9,0,657
03/28/2020,Missouri,US,836,10,0,826
03/29/2020,Missouri,US,915,13,0,902
03/30/2020,Missouri,US,1051,13,0,1038
03/31/2020,Missouri,US,1357,15,0,1342
04/01/2020,Missouri,US,1613,18,0,1595
04/02/2020,Missouri,US,1857,22,0,1835
04/03/2020,Missouri,US,1864,25,0,1839
04/04/2020,Missouri,US,2310,33,0,2277
04/05/2020,Missouri,US,2347,44,0,2303
04/06/2020,Missouri,US,2736,47,0,2689
04/07/2020,Missouri,US,3130,65,0,3065
04/08/2020,Missouri,US,3209,86,0,3123
04/09/2020,Missouri,US,3432,93,0,3339
04/10/2020,Missouri,US,3897,99,0,3798
04/11/2020,Missouri,US,4108,116,0,3992
04/12/2020,Missouri,US,4269,118,0,4151
04/13/2020,Missouri,US,4515,123,0,4392
04/14/2020,Missouri,US,4746,149,0,4597
04/15/2020,Missouri,US,4791,153,0,4638
04/16/2020,Missouri,US,5174,169,0,5005
04/17/2020,Missouri,US,5371,184,0,5187
04/18/2020,Missouri,US,5579,197,0,5382
04/19/2020,Missouri,US,5743,199,0,5544
04/20/2020,Missouri,US,5890,200,0,5690
04/21/2020,Missouri,US,6066,224,0,5842
04/22/2020,Missouri,US,6277,238,0,6039
04/23/2020,Missouri,US,6506,252,0,6254
03/10/2020,Montana,US,0,0,0,0
03/11/2020,Montana,US,1,0,0,1
03/12/2020,Montana,US,1,0,0,1
03/13/2020,Montana,US,1,0,0,1
03/14/2020,Montana,US,5,0,0,5
03/15/2020,Montana,US,7,0,0,7
03/16/2020,Montana,US,7,0,0,7
03/17/2020,Montana,US,9,0,0,9
03/18/2020,Montana,US,11,0,0,11
03/19/2020,Montana,US,11,0,0,11
03/20/2020,Montana,US,15,0,0,15
03/21/2020,Montana,US,21,0,0,21
03/22/2020,Montana,US,34,0,0,34
03/23/2020,Montana,US,34,0,0,34
03/24/2020,Montana,US,51,0,0,51
03/25/2020,Montana,US,65,0,0,65
03/26/2020,Montana,US,90,0,0,90
03/27/2020,Montana,US,109,1,0,108
03/28/2020,Montana,US,129,1,0,128
03/29/2020,Montana,US,154,1,0,153
03/30/2020,Montana,US,171,5,0,166
03/31/2020,Montana,US,198,5,0,193
04/01/2020,Montana,US,208,6,0,202
04/02/2020,Montana,US,241,6,0,235
04/03/2020,Montana,US,243,5,0,238
04/04/2020,Montana,US,265,6,0,259
04/05/2020,Montana,US,286,6,0,280
04/06/2020,Montana,US,299,6,0,293
04/07/2020,Montana,US,319,6,0,313
04/08/2020,Montana,US,332,6,0,326
04/09/2020,Montana,US,354,6,0,348
04/10/2020,Montana,US,365,6,0,359
04/11/2020,Montana,US,377,6,0,371
04/12/2020,Montana,US,387,6,0,381
04/13/2020,Montana,US,394,7,0,387
04/14/2020,Montana,US,399,7,0,392
04/15/2020,Montana,US,404,7,0,397
04/16/2020,Montana,US,415,7,0,408
04/17/2020,Montana,US,422,8,0,414
04/18/2020,Montana,US,426,10,0,416
04/19/2020,Montana,US,433,10,0,423
04/20/2020,Montana,US,433,10,0,423
04/21/2020,Montana,US,437,12,0,425
04/22/2020,Montana,US,439,14,0,425
04/23/2020,Montana,US,442,14,0,428
03/10/2020,Nebraska,US,3,0,0,3
03/11/2020,Nebraska,US,5,0,0,5
03/12/2020,Nebraska,US,10,0,0,10
03/13/2020,Nebraska,US,13,0,0,13
03/14/2020,Nebraska,US,14,0,0,14
03/15/2020,Nebraska,US,17,0,0,17
03/16/2020,Nebraska,US,18,0,0,18
03/17/2020,Nebraska,US,21,0,0,21
03/18/2020,Nebraska,US,24,0,0,24
03/19/2020,Nebraska,US,29,0,0,29
03/20/2020,Nebraska,US,37,0,0,37
03/21/2020,Nebraska,US,38,0,0,38
03/22/2020,Nebraska,US,51,0,0,51
03/23/2020,Nebraska,US,51,0,0,51
03/24/2020,Nebraska,US,66,0,0,66
03/25/2020,Nebraska,US,71,0,0,71
03/26/2020,Nebraska,US,74,0,0,74
03/27/2020,Nebraska,US,82,0,0,82
03/28/2020,Nebraska,US,96,2,0,94
03/29/2020,Nebraska,US,108,2,0,106
03/30/2020,Nebraska,US,145,2,0,143
03/31/2020,Nebraska,US,172,3,0,169
04/01/2020,Nebraska,US,210,4,0,206
04/02/2020,Nebraska,US,246,5,0,241
04/03/2020,Nebraska,US,279,6,0,273
04/04/2020,Nebraska,US,321,6,0,315
04/05/2020,Nebraska,US,364,8,0,356
04/06/2020,Nebraska,US,417,9,0,408
04/07/2020,Nebraska,US,447,10,0,437
04/08/2020,Nebraska,US,519,12,0,507
04/09/2020,Nebraska,US,568,14,0,554
04/10/2020,Nebraska,US,635,15,0,620
04/11/2020,Nebraska,US,699,17,0,682
04/12/2020,Nebraska,US,791,17,0,774
04/13/2020,Nebraska,US,814,17,0,797
04/14/2020,Nebraska,US,897,20,0,877
04/15/2020,Nebraska,US,901,20,0,881
04/16/2020,Nebraska,US,952,21,0,931
04/17/2020,Nebraska,US,1066,24,0,1042
04/18/2020,Nebraska,US,1249,24,0,1225
04/19/2020,Nebraska,US,1474,28,0,1446
04/20/2020,Nebraska,US,1648,33,0,1615
04/21/2020,Nebraska,US,1685,33,0,1652
04/22/2020,Nebraska,US,1813,38,0,1775
04/23/2020,Nebraska,US,2202,47,0,2155
03/10/2020,Nevada,US,4,0,0,4
03/11/2020,Nevada,US,7,0,0,7
03/12/2020,Nevada,US,14,0,0,14
03/13/2020,Nevada,US,17,0,0,17
03/14/2020,Nevada,US,21,0,0,21
03/15/2020,Nevada,US,24,0,0,24
03/16/2020,Nevada,US,45,1,0,44
03/17/2020,Nevada,US,56,1,0,55
03/18/2020,Nevada,US,55,1,0,54
03/19/2020,Nevada,US,95,1,0,94
03/20/2020,Nevada,US,114,1,0,113
03/21/2020,Nevada,US,161,2,0,159
03/22/2020,Nevada,US,190,2,0,188
03/23/2020,Nevada,US,245,4,0,241
03/24/2020,Nevada,US,278,4,0,274
03/25/2020,Nevada,US,323,6,0,317
03/26/2020,Nevada,US,420,10,0,410
03/27/2020,Nevada,US,536,10,0,526
03/28/2020,Nevada,US,626,10,0,616
03/29/2020,Nevada,US,920,15,0,905
03/30/2020,Nevada,US,1012,15,0,997
03/31/2020,Nevada,US,1114,26,0,1088
04/01/2020,Nevada,US,1279,31,0,1248
04/02/2020,Nevada,US,1463,38,0,1425
04/03/2020,Nevada,US,1514,43,0,1471
04/04/2020,Nevada,US,1742,46,0,1696
04/05/2020,Nevada,US,1855,46,0,1809
04/06/2020,Nevada,US,1953,46,0,1907
04/07/2020,Nevada,US,2124,72,0,2052
04/08/2020,Nevada,US,2259,72,0,2187
04/09/2020,Nevada,US,2456,81,0,2375
04/10/2020,Nevada,US,2722,90,0,2632
04/11/2020,Nevada,US,2702,102,0,2600
04/12/2020,Nevada,US,2836,112,0,2724
04/13/2020,Nevada,US,2990,114,0,2876
04/14/2020,Nevada,US,3134,126,0,3008
04/15/2020,Nevada,US,3211,131,0,3080
04/16/2020,Nevada,US,3214,137,0,3077
04/17/2020,Nevada,US,3524,142,0,3382
04/18/2020,Nevada,US,3626,151,0,3475
04/19/2020,Nevada,US,3728,158,0,3570
04/20/2020,Nevada,US,3830,159,0,3671
04/21/2020,Nevada,US,3937,163,0,3774
04/22/2020,Nevada,US,4081,172,0,3909
04/23/2020,Nevada,US,4208,195,0,4013
03/10/2020,New Hampshire,US,4,0,0,4
03/11/2020,New Hampshire,US,5,0,0,5
03/12/2020,New Hampshire,US,6,0,0,6
03/13/2020,New Hampshire,US,6,0,0,6
03/14/2020,New Hampshire,US,7,0,0,7
03/15/2020,New Hampshire,US,13,0,0,13
03/16/2020,New Hampshire,US,17,0,0,17
03/17/2020,New Hampshire,US,26,0,0,26
03/18/2020,New Hampshire,US,26,0,0,26
03/19/2020,New Hampshire,US,44,0,0,44
03/20/2020,New Hampshire,US,44,0,0,44
03/21/2020,New Hampshire,US,55,0,0,55
03/22/2020,New Hampshire,US,74,0,0,74
03/23/2020,New Hampshire,US,101,1,0,100
03/24/2020,New Hampshire,US,101,1,0,100
03/25/2020,New Hampshire,US,108,1,0,107
03/26/2020,New Hampshire,US,137,1,0,136
03/27/2020,New Hampshire,US,158,1,0,157
03/28/2020,New Hampshire,US,187,2,0,185
03/29/2020,New Hampshire,US,214,2,0,212
03/30/2020,New Hampshire,US,314,3,0,311
03/31/2020,New Hampshire,US,357,3,0,354
04/01/2020,New Hampshire,US,367,3,0,364
04/02/2020,New Hampshire,US,316,3,0,313
04/03/2020,New Hampshire,US,479,5,0,474
04/04/2020,New Hampshire,US,540,7,0,533
04/05/2020,New Hampshire,US,621,9,0,612
04/06/2020,New Hampshire,US,715,9,0,706
04/07/2020,New Hampshire,US,715,9,0,706
04/08/2020,New Hampshire,US,747,13,0,734
04/09/2020,New Hampshire,US,819,21,0,798
04/10/2020,New Hampshire,US,819,21,0,798
04/11/2020,New Hampshire,US,885,22,0,863
04/12/2020,New Hampshire,US,929,23,0,906
04/13/2020,New Hampshire,US,985,23,0,962
04/14/2020,New Hampshire,US,922,25,0,897
04/15/2020,New Hampshire,US,1139,32,0,1107
04/16/2020,New Hampshire,US,1139,32,0,1107
04/17/2020,New Hampshire,US,1287,37,0,1250
04/18/2020,New Hampshire,US,1342,38,0,1304
04/19/2020,New Hampshire,US,1390,38,0,1352
04/20/2020,New Hampshire,US,1447,42,0,1405
04/21/2020,New Hampshire,US,1490,42,0,1448
04/22/2020,New Hampshire,US,1588,48,0,1540
04/23/2020,New Hampshire,US,1670,51,0,1619
03/10/2020,New Jersey,US,15,1,0,14
03/11/2020,New Jersey,US,23,1,0,22
03/12/2020,New Jersey,US,29,1,0,28
03/13/2020,New Jersey,US,29,1,0,28
03/14/2020,New Jersey,US,69,1,0,68
03/15/2020,New Jersey,US,98,2,0,96
03/16/2020,New Jersey,US,178,2,1,175
03/17/2020,New Jersey,US,267,3,1,263
03/18/2020,New Jersey,US,267,3,0,264
03/19/2020,New Jersey,US,742,9,0,733
03/20/2020,New Jersey,US,890,11,0,879
03/21/2020,New Jersey,US,1327,16,0,1311
03/22/2020,New Jersey,US,1914,20,0,1894
03/23/2020,New Jersey,US,2844,27,0,2817
03/24/2020,New Jersey,US,3675,44,0,3631
03/25/2020,New Jersey,US,4402,62,0,4340
03/26/2020,New Jersey,US,6876,81,0,6795
03/27/2020,New Jersey,US,8825,108,0,8717
03/28/2020,New Jersey,US,11124,140,0,10984
03/29/2020,New Jersey,US,13386,161,0,13225
03/30/2020,New Jersey,US,16636,198,0,16438
03/31/2020,New Jersey,US,18696,267,0,18429
04/01/2020,New Jersey,US,22255,355,0,21900
04/02/2020,New Jersey,US,25590,537,0,25053
04/03/2020,New Jersey,US,29895,646,0,29249
04/04/2020,New Jersey,US,34124,846,0,33278
04/05/2020,New Jersey,US,37505,917,0,36588
04/06/2020,New Jersey,US,41090,1003,0,40087
04/07/2020,New Jersey,US,44416,1232,0,43184
04/08/2020,New Jersey,US,47437,1504,0,45933
04/09/2020,New Jersey,US,51027,1709,0,49318
04/10/2020,New Jersey,US,54588,1932,0,52656
04/11/2020,New Jersey,US,58151,2183,0,55968
04/12/2020,New Jersey,US,61850,2350,0,59500
04/13/2020,New Jersey,US,64584,2443,0,62141
04/14/2020,New Jersey,US,68824,2805,0,66019
04/15/2020,New Jersey,US,71030,3156,0,67874
04/16/2020,New Jersey,US,75317,3518,0,71799
04/17/2020,New Jersey,US,78467,3840,0,74627
04/18/2020,New Jersey,US,81420,4070,0,77350
04/19/2020,New Jersey,US,85301,4362,0,80939
04/20/2020,New Jersey,US,88722,4496,0,84226
04/21/2020,New Jersey,US,92387,4753,0,87634
04/22/2020,New Jersey,US,95914,5150,0,90764
04/23/2020,New Jersey,US,100025,5426,0,94599
03/10/2020,New Mexico,US,0,0,0,0
03/11/2020,New Mexico,US,3,0,0,3
03/12/2020,New Mexico,US,5,0,0,5
03/13/2020,New Mexico,US,10,0,0,10
03/14/2020,New Mexico,US,10,0,0,10
03/15/2020,New Mexico,US,13,0,0,13
03/16/2020,New Mexico,US,17,0,0,17
03/17/2020,New Mexico,US,23,0,0,23
03/18/2020,New Mexico,US,23,0,0,23
03/19/2020,New Mexico,US,35,0,0,35
03/20/2020,New Mexico,US,43,0,0,43
03/21/2020,New Mexico,US,43,0,0,43
03/22/2020,New Mexico,US,57,0,0,57
03/23/2020,New Mexico,US,83,0,0,83
03/24/2020,New Mexico,US,100,0,0,100
03/25/2020,New Mexico,US,113,1,0,112
03/26/2020,New Mexico,US,113,1,0,112
03/27/2020,New Mexico,US,136,1,0,135
03/28/2020,New Mexico,US,208,1,0,207
03/29/2020,New Mexico,US,237,2,0,235
03/30/2020,New Mexico,US,237,2,0,235
03/31/2020,New Mexico,US,315,4,0,311
04/01/2020,New Mexico,US,340,5,0,335
04/02/2020,New Mexico,US,388,6,0,382
04/03/2020,New Mexico,US,534,10,0,524
04/04/2020,New Mexico,US,534,10,0,524
04/05/2020,New Mexico,US,670,12,0,658
04/06/2020,New Mexico,US,757,12,0,745
04/07/2020,New Mexico,US,876,13,0,863
04/08/2020,New Mexico,US,902,13,0,889
04/09/2020,New Mexico,US,865,16,0,849
04/10/2020,New Mexico,US,1081,17,0,1064
04/11/2020,New Mexico,US,1091,19,0,1072
04/12/2020,New Mexico,US,1245,26,0,1219
04/13/2020,New Mexico,US,1262,26,0,1236
04/14/2020,New Mexico,US,1345,31,0,1314
04/15/2020,New Mexico,US,1484,36,0,1448
04/16/2020,New Mexico,US,1484,36,0,1448
04/17/2020,New Mexico,US,1597,44,0,1553
04/18/2020,New Mexico,US,1798,53,0,1745
04/19/2020,New Mexico,US,1845,55,0,1790
04/20/2020,New Mexico,US,1971,58,0,1913
04/21/2020,New Mexico,US,1971,58,0,1913
04/22/2020,New Mexico,US,2210,71,0,2139
04/23/2020,New Mexico,US,2379,78,0,2301
03/10/2020,New York,US,173,0,0,173
03/11/2020,New York,US,220,0,0,220
03/12/2020,New York,US,328,0,0,328
03/13/2020,New York,US,421,0,0,421
03/14/2020,New York,US,525,2,0,523
03/15/2020,New York,US,732,3,0,729
